step,time,KE,PE,E_total,E_per_atom
3290,16.45,110.12197759549208,-632.4301309179916,-522.3081533224995,-4.836186604837958
3300,16.5,115.881,-628.6871240053662,-512.8061240053662,-4.748204851901539
3310,16.55,116.29306943956652,-629.0503644311408,-512.7572949915743,-4.747752731403466
3320,16.6,135.44024238249915,-648.248951693411,-512.8087093109118,-4.74822878991585
3330,16.65,122.04218395382185,-634.8172174771065,-512.7750335232847,-4.747916977067451
3340,16.7,124.31595598199146,-637.1128618116487,-512.7969058296572,-4.748119498422752
3350,16.75,122.42284920268611,-635.21394208436,-512.7910928816739,-4.748065674830314
3360,16.8,112.78528882369976,-625.532237051232,-512.7469482275322,-4.747656928032706
3370,16.85,125.21712963887147,-638.0082070519185,-512.791077413047,-4.748065531602287
3380,16.9,126.30532436918762,-639.1016858591967,-512.7963614900091,-4.748114458240825
3390,16.95,118.60495793069809,-631.3714464632195,-512.7664885325214,-4.747837856782605
3400,17.0,115.88099999999991,-633.9278110121484,-518.0468110121485,-4.796729731593968
3410,17.05,110.06671623174927,-628.0890604994231,-518.0223442676738,-4.796503187663647
3420,17.1,118.06798441528143,-636.1316154417135,-518.0636310264321,-4.796885472466964
3430,17.150000000000002,111.99432800054076,-630.0307100926683,-518.0363820921275,-4.796633167519699
3440,17.2,111.24465947744392,-629.2952789001109,-518.0506194226671,-4.796764994654325
3450,17.25,113.17302075279167,-631.2156650468715,-518.0426442940799,-4.79669115087111
3460,17.3,116.06195743047302,-634.1114741304356,-518.0495166999625,-4.796754784258912
3470,17.35,122.56071956968403,-640.6187762817086,-518.0580567120246,-4.796833858444672
3480,17.400000000000002,117.67289667315431,-635.7161677961745,-518.0432711230202,-4.79669695484278
3490,17.45,112.9898525125819,-631.0412963524576,-518.0514438398757,-4.796772628146997
3500,17.5,115.88100000000017,-632.093063165832,-516.2120631658318,-4.779741325609553
3510,17.55,113.3116713578411,-629.5166445519903,-516.2049731941493,-4.7796756777236045
3520,17.6,121.30239339541019,-637.5150383739618,-516.2126449785517,-4.779746712764368
3530,17.650000000000002,118.16146452369038,-634.3798125148236,-516.2183479911332,-4.779799518436419
3540,17.7,113.59771394302267,-629.8193385688849,-516.2216246258622,-4.779829857646872
3550,17.75,106.91035361226548,-623.1017954591923,-516.1914418469269,-4.779550387471545
3560,17.8,113.35502642732106,-629.5542001079823,-516.1991736806613,-4.779621978524641
3570,17.85,123.13714797129072,-639.3763083265579,-516.2391603552672,-4.779992225511734
3580,17.900000000000002,100.48879140674649,-616.6625483383676,-516.1737569316211,-4.779386638255751
3590,17.95,106.63050513738752,-622.8691721277401,-516.2386669903525,-4.779987657318078
3600,18.0,115.88099999999996,-626.4016051658201,-510.52060516582014,-4.72704264042426
3610,18.05,121.08446982435129,-631.6251742728409,-510.54070444848963,-4.727228744893423
3620,18.1,110.7403389239743,-621.2362365459567,-510.49589762198235,-4.726813866870207
3630,18.150000000000002,121.50601447183891,-632.0610236173861,-510.5550091455472,-4.727361195792104
3640,18.2,117.5129786556359,-628.0058779037973,-510.49289924816145,-4.726786104149643
3650,18.25,128.47495975516296,-639.0310978511642,-510.55613809600123,-4.727371649037049
3660,18.3,105.53982467988402,-616.0504811219475,-510.5106564420635,-4.726950522611699
3670,18.35,114.08886111932578,-624.6380752529591,-510.5492141336333,-4.727307538274382
3680,18.400000000000002,121.64908226232835,-632.181607395076,-510.5325251327476,-4.727153010488403
3690,18.45,121.671189076142,-632.1927334345048,-510.5215443583628,-4.727051336651507
3700,18.5,115.88099999999999,-633.3170419477404,-517.4360419477405,-4.791074462479078
3710,18.55,109.00911555424334,-626.4250293525754,-517.4159137983321,-4.790888090725297
3720,18.6,123.40248927317973,-640.8458289413715,-517.4433396681917,-4.791142033964738
3730,18.650000000000002,134.4599891950274,-651.8880530527505,-517.4280638577231,-4.791000591275214
3740,18.7,126.41278766064354,-643.8386807672181,-517.4258931065746,-4.7909804917275425
3750,18.75,113.40004103715174,-630.8286031236513,-517.4285620864996,-4.791005204504626
3760,18.8,103.82921257109363,-621.2263582429447,-517.397145671851,-4.790714311776399
3770,18.85,114.0915512807315,-631.5514273643635,-517.459876083632,-4.791295148922519
3780,18.900000000000002,110.93000568911702,-628.371863560822,-517.441857871705,-4.791128313626898
3790,18.95,107.64124752427419,-625.0464090219824,-517.4051614977083,-4.790788532386188
3800,19.0,115.88099999999997,-635.7267409439565,-519.8457409439566,-4.81338649022182
3810,19.05,116.61755172654395,-636.4883322637571,-519.8707805372131,-4.813618338307529
3820,19.1,110.01964842861989,-629.8749559409918,-519.8553075123718,-4.813475069558998
3830,19.150000000000002,117.38900074108903,-637.2453279758163,-519.8563272347272,-4.81348451143266
3840,19.2,120.36684732426428,-640.2310370473527,-519.8641897230884,-4.813557312250818
3850,19.25,113.0632572231522,-632.887526694397,-519.8242694712449,-4.813187680289304
3860,19.3,128.86914857098523,-648.7486296547561,-519.8794810837709,-4.813698898923804
3870,19.35,119.16173155258633,-638.9927767371177,-519.8310451845314,-4.813250418375291
3880,19.400000000000002,116.57459045342667,-636.4417606768012,-519.8671702233745,-4.81358490947569
3890,19.45,105.24779312832865,-625.1015801514178,-519.8537870230891,-4.813460990954529
3900,19.5,115.88100000000013,-624.9450843819346,-509.0640843819345,-4.713556336869764
3910,19.55,121.27201314942516,-630.3480006244449,-509.07598747501976,-4.713666550694628
3920,19.6,111.7422187036243,-620.7840109217876,-509.0417922181633,-4.7133499279459565
3930,19.650000000000002,118.11063159943095,-627.1840043284067,-509.07337272897576,-4.7136423400831085
3940,19.7,117.43801889222996,-626.5026802517956,-509.06466135956566,-4.713561679255237
3950,19.75,120.7090856938865,-629.7634203052004,-509.0543346113139,-4.713466061215869
3960,19.8,127.35394789547234,-636.4344842231854,-509.0805363277131,-4.713708669701047
3970,19.85,122.13777162475095,-631.1908326430722,-509.0530610183213,-4.71345426868816
3980,19.900000000000002,126.50496993045745,-635.5601660325905,-509.05519610213304,-4.713474037982714
3990,19.95,132.2074919678614,-641.2674909998658,-509.0599990320044,-4.7135185095555965
4000,20.0,115.8809999999999,-636.9683099166758,-521.087309916676,-4.824882499228481
4010,20.05,116.56894245543633,-637.6573702980669,-521.0884278426306,-4.824892850394728
4020,20.1,117.64573206887918,-638.7459647855634,-521.1002327166842,-4.825002154784113
4030,20.150000000000002,116.24859999053572,-637.3535278443636,-521.1049278538279,-4.825045628276184
4040,20.2,115.4998429772778,-636.5850000285444,-521.0851570512666,-4.824862565289505
4050,20.25,109.2009999614796,-630.2695136698222,-521.0685137083426,-4.824708460262432
4060,20.3,117.23446938655519,-638.3391016241738,-521.1046322376187,-4.825042891089062
4070,20.35,120.64016862792023,-641.7211019020116,-521.0809332740913,-4.824823456241586
4080,20.400000000000002,122.28570085261907,-643.3967822990006,-521.1110814463816,-4.825102605985015
4090,20.45,112.48944981451767,-633.5742108680643,-521.0847610535466,-4.824858898643949
4100,20.5,115.88100000000003,-647.5113211895248,-531.6303211895247,-4.922502973977081
4110,20.55,117.15090011297181,-648.7665722681013,-531.6156721551295,-4.922367334769717
4120,20.6,109.9429720811236,-641.5633020592171,-531.6203299780935,-4.9224104627601255
4130,20.650000000000002,109.2166678212196,-640.8331443992193,-531.6164765779997,-4.922374783129627
4140,20.7,109.56698446256735,-641.1718852456544,-531.604900783087,-4.922267599843399
4150,20.75,107.76199280152196,-639.3677355276851,-531.6057427261632,-4.922275395612622
4160,20.8,114.89474744666171,-646.5089073559548,-531.614159909293,-4.922353332493453
4170,20.85,112.69392065397462,-644.2924826630982,-531.5985620091236,-4.9222089074918856
4180,20.900000000000002,107.52926957094222,-639.136842693557,-531.6075731226148,-4.922292343727914
4190,20.95,101.52876096571283,-633.1465909752263,-531.6178300095135,-4.9223873149029025
4200,21.0,115.88100000000011,-642.2060535795475,-526.3250535795474,-4.87338012573655
4210,21.05,119.27566674228052,-645.5746248124952,-526.2989580702147,-4.8731385006501355
4220,21.1,112.64044539060137,-638.9327040817258,-526.2922586911244,-4.873076469362263
4230,21.150000000000002,107.36774874541645,-633.6536641749304,-526.285915429514,-4.873017735458463
4240,21.2,110.42593196504008,-636.7236089883617,-526.2976770233216,-4.87312663910483
4250,21.25,113.53903857653266,-639.8610806721148,-526.3220420955821,-4.87335224162576
4260,21.3,103.0877090822404,-629.3429140086075,-526.2552049263671,-4.872733378947844
4270,21.35,119.81760927190179,-646.1351379742938,-526.317528702392,-4.8733104509480745
4280,21.400000000000002,115.9617115877794,-642.2476742153367,-526.2859626275573,-4.873018172477383
4290,21.45,111.48594489197686,-637.7851527041918,-526.299207812215,-4.8731408130760645
4300,21.5,115.88099999999991,-640.2230857972423,-524.3420857972424,-4.855019312937429
4310,21.55,123.06610947992316,-647.4048777984137,-524.3387683184906,-4.854988595541579
4320,21.6,122.72563298425509,-647.080817908459,-524.355184924204,-4.855140601150037
4330,21.650000000000002,117.17300346312926,-641.5140103879907,-524.3410069248614,-4.855009323378346
4340,21.7,122.37878666890363,-646.7243690411575,-524.3455823722538,-4.85505168863198
4350,21.75,123.9013790128631,-648.2500680846694,-524.3486890718062,-4.855080454368577
4360,21.8,110.92176760003717,-635.2802585412257,-524.3584909411886,-4.855171212418413
4370,21.85,107.62216024152087,-631.9705052771966,-524.3483450356757,-4.8550772688488495
4380,21.900000000000002,116.51550800580009,-640.8635945459065,-524.3480865401064,-4.855074875371355
4390,21.95,113.69306511508354,-638.042145364136,-524.3490802490525,-4.855084076380115
4400,22.0,115.88099999999987,-642.0057012149239,-526.124701214924,-4.871525011249297
4410,22.05,112.35781575045009,-638.4679350736697,-526.1101193232196,-4.871389993733515
4420,22.1,119.84783784271092,-645.9682910276708,-526.12045318496,-4.8714856776385185
4430,22.150000000000002,124.88177520593553,-651.0037826801146,-526.1220074741791,-4.871500069205362
4440,22.2,112.46660262771707,-638.5654029369615,-526.0988003092444,-4.871285188048559
4450,22.25,114.27680475460615,-640.4018198731184,-526.1250151185122,-4.871527917764002
4460,22.3,114.94571652578874,-641.0613072462685,-526.1155907204798,-4.871440654819257
4470,22.35,114.82081113952343,-640.9392791925064,-526.118468052983,-4.8714672967868795
4480,22.400000000000002,115.48497914860266,-641.6069955969537,-526.122016448351,-4.8715001522995465
4490,22.45,115.0051486905614,-641.1057829612768,-526.1006342707153,-4.87130216917329
4500,22.5,115.88099999999999,-646.2007518303786,-530.3197518303787,-4.910368072503506
4510,22.55,115.90208065391933,-646.2352684018837,-530.3331877479643,-4.910492479147818
4520,22.6,105.21498481479028,-635.5301622216879,-530.3151774068976,-4.910325716730534
4530,22.650000000000002,104.30776290142849,-634.6532404432722,-530.3454775418437,-4.91060627353559
4540,22.7,102.35609254665641,-632.6570054698396,-530.3009129231832,-4.910193638177622
4550,22.75,113.46290847463551,-643.792369857743,-530.3294613831075,-4.910457975769514
4560,22.8,113.67511321547737,-644.0054907556281,-530.3303775401507,-4.910466458705099
4570,22.85,105.81002324159849,-636.1063430075544,-530.2963197659559,-4.910151108944036
4580,22.900000000000002,107.00046444831091,-637.326660321122,-530.326195872811,-4.910427739563065
4590,22.95,104.43059870054039,-634.7534119645361,-530.3228132639957,-4.910396419111072
4600,23.0,115.88100000000001,-635.4945099555451,-519.6135099555452,-4.811236203292085
4610,23.05,125.78457997679982,-645.441201897102,-519.6566219203022,-4.811635388150946
4620,23.1,128.60216276953537,-648.2499625297072,-519.6477997601719,-4.811553701483073
4630,23.150000000000002,124.4853463209644,-644.0842971010621,-519.5989507800978,-4.811101396112016
4640,23.2,120.27071331496978,-639.9212383332776,-519.6505250183079,-4.811578935354703
4650,23.25,112.08668926701036,-631.7107229296727,-519.6240336626623,-4.811333645024651
4660,23.3,124.20804877067256,-643.8466265582493,-519.6385777875768,-4.811468312847933
4670,23.35,120.31211505052342,-639.9438569199874,-519.631741869464,-4.811405017309852
4680,23.400000000000002,112.51280165865064,-632.0935846520853,-519.5807829934346,-4.810933175865135
4690,23.45,130.1888300036667,-649.83905563424,-519.6502256305733,-4.811576163246049
4700,23.5,115.88100000000004,-645.7492292099554,-529.8682292099553,-4.906187307499586
4710,23.55,105.46273041829917,-635.3108887217317,-529.8481583034325,-4.906001465772523
4720,23.6,110.79722268438553,-640.6685886885309,-529.8713660041453,-4.906216351890235
4730,23.650000000000002,111.59047670958432,-641.4430799218068,-529.8526032122224,-4.906042622335393
4740,23.7,114.91618759568304,-644.766373242907,-529.850185647224,-4.906020237474296
4750,23.75,110.92146596296949,-640.7739729495011,-529.8525069865316,-4.9060417313567735
4760,23.8,102.60612981818761,-632.4466980094544,-529.8405681912668,-4.905931186956174
4770,23.85,108.18779782994565,-638.0545049278998,-529.8667070979541,-4.906173213869945
4780,23.900000000000002,107.5959867648637,-637.4478412980416,-529.8518545331779,-4.9060356901220175
4790,23.95,112.201260123127,-642.0659542171708,-529.8646940940438,-4.90615457494485
4800,24.0,115.88099999999997,-634.1411982875685,-518.2601982875685,-4.798705539699709
4810,24.05,126.43632060289941,-644.75655111754,-518.3202305146406,-4.7992613936540796
4820,24.1,117.54402011853976,-635.8279021769281,-518.2838820583884,-4.798924833873967
4830,24.150000000000002,118.16686820248562,-636.4463248477185,-518.2794566452329,-4.7988838578262305
4840,24.2,134.38110851964873,-652.678727830047,-518.2976193103983,-4.799052030651836
4850,24.25,132.78168511015,-651.0770724389082,-518.2953873287582,-4.7990313641551685
4860,24.3,111.9842576717585,-630.2732153675883,-518.2889576958297,-4.798971830516941
4870,24.35,106.06393201093265,-624.361433171288,-518.2975011603554,-4.799050936669958
4880,24.400000000000002,117.20845235826313,-635.5068527645129,-518.2984004062498,-4.7990592630208315
4890,24.45,120.78460243168284,-639.0811851662767,-518.2965827345938,-4.79904243272772
4900,24.5,115.88099999999994,-632.6960008194773,-516.8150008194773,-4.785324081661827
4910,24.55,115.9295656444649,-632.7387996886195,-516.8092340441546,-4.785270685594024
4920,24.6,121.74276076428268,-638.5755357240553,-516.8327749597726,-4.785488657034931
4930,24.650000000000002,111.03959354499027,-627.8205081562159,-516.7809146112256,-4.785008468622459
4940,24.7,125.4213412340842,-642.2748212493614,-516.8534800152772,-4.785680370511826
4950,24.75,115.24720480524829,-632.0607683333564,-516.813563528108,-4.7853107734084075
4960,24.8,114.87554945521251,-631.6826639008196,-516.8071144456071,-4.785251059681547
4970,24.85,123.25840152047053,-640.0939957792835,-516.835594258813,-4.7855147616556755
4980,24.900000000000002,118.86584526130865,-635.6878850967375,-516.8220398354289,-4.785389257735453
4990,24.95,119.38448530531431,-636.2077916246552,-516.8233063193409,-4.785400984438342
5000,25.0,115.88099999999991,-638.4378646803791,-522.5568646803792,-4.838489487781289
5010,25.05,123.90414606945086,-646.4652385968653,-522.5610925274145,-4.838528634513097
5020,25.1,117.44373040623704,-639.9860094904245,-522.5422790841875,-4.838354435964699
5030,25.150000000000002,114.11433941126568,-636.6587897393678,-522.5444503281021,-4.838374540075019
5040,25.2,118.68081532492282,-641.251790436226,-522.5709751113031,-4.838620139919474
5050,25.25,115.09313348846298,-637.6428524694902,-522.5497189810272,-4.8384233238984
5060,25.3,116.37133807712817,-638.9129070944417,-522.5415690173136,-4.838347861271422
5070,25.35,118.60438984987138,-641.1622191547967,-522.5578293049253,-4.838498419490049
5080,25.400000000000002,114.25875041672586,-636.8081049515561,-522.5493545348302,-4.838419949396576
5090,25.45,117.51482116037485,-640.0829721674957,-522.5681510071208,-4.838593990806674
5100,25.5,115.51467800178709,-638.0843773228243,-522.5696993210372,-4.838608327046641
5110,25.55,113.81486552991286,-636.375318075679,-522.5604525457662,-4.838522708757095
5120,25.6,115.23940016517666,-637.8155570490838,-522.5761568839072,-4.838668119295437
5130,25.650000000000002,115.15968310530572,-637.7283774770241,-522.5686943717184,-4.838599021960356
5140,25.7,120.28250504232405,-642.858546658431,-522.576041616107,-4.83866705200099
5150,25.75,111.72781859636609,-634.2834018255111,-522.555583229145,-4.838477622492083
5160,25.8,119.88208196343258,-642.4396306628568,-522.5575486994242,-4.838495821290964
5170,25.85,122.29845583420935,-644.86628076438,-522.5678249301707,-4.8385909715756545
5180,25.900000000000002,108.02267998059182,-630.578659726442,-522.5559797458502,-4.838481293943057
5190,25.95,108.25758057495592,-630.8009860833389,-522.543405508383,-4.838364865818361
5200,26.0,121.23624212557183,-643.8081034194618,-522.5718612938899,-4.838628345313795
5210,26.05,122.41307613840507,-644.9431993162297,-522.5301231778246,-4.838241881276154
5220,26.1,124.22127381978126,-646.7998490462854,-522.5785752265042,-4.83869051135652
5230,26.150000000000002,100.15769613322254,-622.6791297870625,-522.52143365384,-4.838161422720741
5240,26.2,116.73606617096284,-639.3371451147889,-522.601078943826,-4.8388988791095
5250,26.25,106.99845285511536,-629.5539667129021,-522.5555138577868,-4.8384769801646925
5260,26.3,114.57846285551759,-637.1462875741369,-522.5678247186192,-4.8385909696168445
5270,26.35,122.69430065221991,-645.2583187520227,-522.5640180998028,-4.838555723146322
5280,26.400000000000002,123.37755344039196,-645.927612035406,-522.5500585950141,-4.838426468472353
5290,26.45,124.74031621981054,-647.3140654771163,-522.5737492573057,-4.838645826456535
5300,26.5,111.51687280230388,-634.0522498383308,-522.535377036027,-4.838290528111361
5310,26.55,117.70490505855338,-640.2720468876668,-522.5671418291133,-4.838584646565864
5320,26.6,118.47928309391298,-641.0384468868941,-522.5591637929812,-4.838510775860937
5330,26.650000000000002,112.74876636888109,-635.2754640280167,-522.5266976591356,-4.838210163510515
5340,26.7,123.18039304880566,-645.7585026310315,-522.5781095822259,-4.838686199835426
5350,26.75,119.27302004765023,-641.8171640300301,-522.5441439823799,-4.838371703540554
5360,26.8,117.3669781938739,-639.9077461130332,-522.5407679191593,-4.83834044369592
5370,26.85,123.53958384554423,-646.1022298123538,-522.5626459668096,-4.838543018211199
5380,26.900000000000002,119.48481165572885,-642.0419056020738,-522.5570939463449,-4.838491610614305
5390,26.95,124.74707062199839,-647.306720513497,-522.5596498914986,-4.838515276773135
5400,27.0,121.33444069924653,-643.8940306764761,-522.5595899772295,-4.838514722011384
5410,27.05,107.36895680374674,-629.9256107601203,-522.5566539563736,-4.838487536633089
5420,27.1,105.54106464081285,-628.101067693748,-522.5600030529351,-4.838518546786436
5430,27.150000000000002,109.17258141549887,-631.6941975411781,-522.5216161256793,-4.838163112274809
5440,27.2,125.63208416187209,-648.2173519359185,-522.5852677740464,-4.838752479389319
5450,27.25,113.88105794465224,-636.4270844530068,-522.5460265083545,-4.838389134336616
5460,27.3,111.9094368305458,-634.4461092970429,-522.5366724664971,-4.838302522837936
5470,27.35,123.23140084772861,-645.7860769624934,-522.5546761147648,-4.838469223284859
5480,27.400000000000002,119.72044494527634,-642.261163489586,-522.5407185443097,-4.838339986521386
5490,27.45,116.76600410927449,-639.3491302536171,-522.5831261443426,-4.838732649484654
5500,27.5,97.63530213409135,-620.1709187508524,-522.535616616761,-4.838292746451491
5510,27.55,102.2083452137084,-624.76666654254,-522.5583213288315,-4.838502975266959
5520,27.6,113.58803205740273,-636.1951627047118,-522.6071306473091,-4.83895491340101
5530,27.650000000000002,101.46355735271851,-623.9964460135214,-522.5328886608029,-4.838267487600027
5540,27.7,114.37542192274351,-636.9461838222361,-522.5707618994926,-4.838618165736043
5550,27.75,117.78982009601694,-640.3464298937008,-522.5566097976839,-4.838487127756332
5560,27.8,124.67942291258295,-647.2408517275147,-522.5614288149318,-4.838531748286406
5570,27.85,111.26136381472948,-633.7993619415741,-522.5379981268446,-4.838314797470783
5580,27.900000000000002,113.89330246648329,-636.4714585328672,-522.5781560663839,-4.838686630244296
5590,27.95,111.0377249540527,-633.5716630049718,-522.5339380509191,-4.838277204175177
5600,28.0,112.40366550002071,-634.9347629127099,-522.5310974126892,-4.838250901969344
5610,28.05,114.74913940269263,-637.3022591450532,-522.5531197423605,-4.838454812429264
5620,28.1,110.02250372795167,-632.5666682669186,-522.5441645389669,-4.838371893879323
5630,28.150000000000002,112.08523942620307,-634.636281763213,-522.5510423370099,-4.838435577194536
5640,28.2,110.72183969008216,-633.2709170182449,-522.5490773281626,-4.8384173826681725
5650,28.25,114.16479639950933,-636.7191028121636,-522.5543064126542,-4.838465800117169
5660,28.3,109.57225118651523,-632.1041107987334,-522.5318596122181,-4.83825795937239
5670,28.35,116.50551721432801,-639.0725592655466,-522.5670420512186,-4.838583722696468
5680,28.400000000000002,114.37168749806351,-636.9033129734104,-522.5316254753469,-4.838255791438398
5690,28.45,121.25748461241425,-643.8175233764672,-522.5600387640529,-4.838518877444934
5700,28.5,106.76666846184027,-629.3262892135466,-522.5596207517063,-4.838515006960244
5710,28.55,101.06705292098646,-623.6047956284452,-522.5377427074587,-4.83831243247647
5720,28.6,123.49491749801832,-646.059437789053,-522.5645202910347,-4.838560373065136
5730,28.650000000000002,118.79061981736064,-641.3486433231437,-522.5580235057831,-4.83850021764614
5740,28.7,110.41675251467363,-632.9687296353064,-522.5519771206328,-4.8384442325984525
5750,28.75,120.9008928388303,-643.5000183095785,-522.5991254707483,-4.838880791395817
5760,28.8,115.27048539010596,-637.825628619185,-522.555143229079,-4.838473548417398
5770,28.85,116.46580600975697,-639.0375756152683,-522.5717696055113,-4.8386274963473275
5780,28.900000000000002,110.34869171687521,-632.8941060592598,-522.5454143423846,-4.83838346613319
5790,28.95,109.75916194815962,-632.3093297532354,-522.5501678050757,-4.838427479676627
5800,29.0,111.32582596307238,-633.8842732390519,-522.5584472759796,-4.838504141444255
5810,29.05,115.10295412474002,-637.6697314530219,-522.5667773282819,-4.838581271558166
5820,29.1,111.34953902499365,-633.8960132056952,-522.5464741807016,-4.8383932794509406
5830,29.150000000000002,122.06417302779109,-644.6439949458995,-522.5798219181085,-4.8387020547973005
5840,29.2,118.67325973119071,-641.2270449854306,-522.5537852542399,-4.838460974576295
5850,29.25,118.72766878868498,-641.2957318982407,-522.5680631095556,-4.838593176940329
5860,29.3,117.98485321648853,-640.55272376427,-522.5678705477815,-4.8385913939609395
5870,29.35,116.97543463821059,-639.5347762446103,-522.5593416063997,-4.838512422281479
5880,29.400000000000002,117.87590496489919,-640.4337939311282,-522.557888966229,-4.838498971909528
5890,29.45,125.046704177162,-647.6150514399382,-522.5683472627761,-4.838595807988668
5900,29.5,117.3849265606021,-639.9202036033472,-522.5352770427451,-4.83828960224764
5910,29.55,121.31807616491628,-643.9046700835676,-522.5865939186513,-4.83876475850603
5920,29.6,109.230718206999,-631.7655971658515,-522.5348789588526,-4.838285916285672
5930,29.650000000000002,119.05435016974589,-641.6436464971792,-522.5892963274333,-4.8387897808095675
5940,29.7,105.6345342190722,-628.1909995975299,-522.5564653784577,-4.838485790541275
5950,29.75,105.89056806703891,-628.4514464976945,-522.5608784306556,-4.8385266521357
5960,29.8,125.93731007069914,-648.539784050862,-522.6024739801628,-4.838911796112619
5970,29.85,112.6854000423906,-635.2377928151367,-522.5523927727461,-4.838448081229131
5980,29.900000000000002,116.71041415650645,-639.2932908416859,-522.5828766851795,-4.838730339677588
5990,29.95,112.7839957696994,-635.3289607720114,-522.544965002312,-4.838379305576963
6000,30.0,112.88176804387416,-635.4542379033198,-522.5724698594456,-4.838633980180052
6010,30.05,109.17708877690181,-631.7395888071586,-522.5625000302568,-4.838541666946822
6020,30.1,113.99048427099567,-636.5621962358839,-522.5717119648882,-4.8386269626378535
6030,30.150000000000002,119.05520166985984,-641.6213752082037,-522.566173538344,-4.838575680910592
6040,30.2,125.052172138014,-647.6449002065432,-522.5927280685291,-4.8388215561900845
6050,30.25,105.77320039284686,-628.3245313403595,-522.5513309475126,-4.838438249514006
6060,30.3,103.71669809541095,-626.2930297134125,-522.5763316180015,-4.838669737203718
6070,30.35,113.20696745475556,-635.7926584050628,-522.5856909503073,-4.83875639768803
6080,30.400000000000002,115.3530267644052,-637.932321110141,-522.5792943457358,-4.838697169867924
6090,30.45,117.8479494559772,-640.4208683523071,-522.57291889633,-4.838638137928981
6100,30.5,118.5569029400453,-641.1292272591498,-522.5723243191045,-4.838632632584301
6110,30.55,108.86208316765627,-631.4201748516517,-522.5580916839955,-4.838500848925884
6120,30.6,118.04415441002253,-640.6357285066211,-522.5915740965986,-4.838810871264802
6130,30.650000000000002,106.10767268773048,-628.6497834959098,-522.5421108081794,-4.838352877853513
6140,30.7,121.88050852970716,-644.5098978601756,-522.6293893304684,-4.839161012319152
6150,30.75,111.64759510923894,-634.1715529700392,-522.5239578608002,-4.838184795007409
6160,30.8,121.83683447397473,-644.4482099091707,-522.611375435196,-4.838994216992556
6170,30.85,106.14834410876772,-628.6923883671935,-522.5440442584259,-4.83837078017061
6180,30.900000000000002,107.8924357717938,-630.4713555354732,-522.5789197636794,-4.838693701515551
6190,30.95,104.00355155560402,-626.5677002000032,-522.5641486443992,-4.838556931892585
6200,31.0,105.16404125147466,-627.7360073705246,-522.5719661190499,-4.838629315917128
6210,31.05,102.9964854912038,-625.5539911098484,-522.5575056186447,-4.838495422394858
6220,31.1,99.46398668752867,-622.0219853527773,-522.5579986652486,-4.838499987641192
6230,31.150000000000002,103.8341754643803,-626.3900673651452,-522.5558919007649,-4.838480480562638
6240,31.2,118.7329570832643,-641.310731636691,-522.5777745534267,-4.838683097716914
6250,31.25,117.28354224955328,-639.8680843365489,-522.5845420869956,-4.838745760064774
6260,31.3,102.9799442650716,-625.527977789949,-522.5480335248774,-4.838407717822939
6270,31.35,102.23105115921537,-624.8114444139983,-522.580393254783,-4.838707344951694
6280,31.400000000000002,96.24333710607742,-618.7791197171942,-522.5357826111168,-4.838294283436267
6290,31.45,113.97596282120085,-636.5655030880498,-522.589540266849,-4.838792039507861
6300,31.5,109.34889262436523,-631.9196789474637,-522.5707863230984,-4.838618391880541
6310,31.55,103.94595826446836,-626.5068899027724,-522.560931638304,-4.838527144799111
6320,31.6,103.64595683758985,-626.2270563972089,-522.581099559619,-4.838713884811288
6330,31.650000000000002,100.20798491947548,-622.7769211259427,-522.5689362064672,-4.838601261170993
6340,31.7,108.18244893647379,-630.7687742240838,-522.5863252876101,-4.838762271181575
6350,31.75,110.6757549895163,-633.2448430422179,-522.5690880527015,-4.838602667154644
6360,31.8,111.51229854257339,-634.0591888149855,-522.5468902724122,-4.8383971321519645
6370,31.85,116.9519867976689,-639.5142642984737,-522.5622775008048,-4.838539606488934
6380,31.900000000000002,119.04280231802939,-641.6354137444382,-522.5926114264088,-4.838820476170452
6390,31.95,104.51720749641127,-627.0990196559952,-522.5818121595839,-4.83872048295911
6400,32.0,99.66562973511813,-622.2427278157231,-522.577098080605,-4.838676834079676
6410,32.05,103.4787240570911,-626.0506173243293,-522.5718932672382,-4.838628641363317
6420,32.1,98.12428577367335,-620.6816430140258,-522.5573572403524,-4.838494048521782
6430,32.15,109.20974909764092,-631.7872224950194,-522.5774733973784,-4.838680309234985
6440,32.2,117.50193865826598,-640.0947217638931,-522.5927831056271,-4.838822065792844
6450,32.25,98.09828510841743,-620.6491743327889,-522.5508892243715,-4.838434159484922
6460,32.3,101.57546760847418,-624.1491565968105,-522.5736889883362,-4.838645268410521
6470,32.35,102.8720351806492,-625.4315541090768,-522.5595189284277,-4.8385140641521085
6480,32.4,100.62913292796506,-623.1656591947591,-522.536526266794,-4.838301169136981
6490,32.45,113.0961936743257,-635.6866487235412,-522.5904550492155,-4.838800509714958
6500,32.5,100.85607295009461,-623.3973261694495,-522.5412532193549,-4.838344937216249
6510,32.55,101.3589500003964,-623.9346950622172,-522.5757450618208,-4.838664306127971
6520,32.6,95.36122387517402,-617.901324149766,-522.540100274592,-4.838334261801777
6530,32.65,98.29016834930164,-620.8462150143047,-522.556046665003,-4.838481913564842
6540,32.7,104.03283165612572,-626.602584735547,-522.5697530794213,-4.838608824809456
6550,32.75,101.3084664818252,-623.8655730419584,-522.5571065601332,-4.838491727408641
6560,32.8,102.44182244936897,-625.0152875688362,-522.5734651194673,-4.838643195550623
