step,time,KE,PE,E_total,E_per_atom
6570,32.85,101.051206361548,-623.6211102164599,-522.5699038549119,-4.838610220878814
6580,32.9,90.5499007778946,-613.1081656980332,-522.5582649201385,-4.838502452964246
6590,32.95,88.59741671423775,-611.1495991800658,-522.5521824658281,-4.838446133942853
6600,33.0,102.65506364520706,-625.236509563409,-522.5814459182019,-4.8387170918352025
6610,33.05,96.344860146263,-618.8937308281025,-522.5488706818395,-4.838415469276292
6620,33.1,96.85101705172883,-619.4038860624972,-522.5528690107684,-4.8384524908404485
6630,33.15,108.09128120329235,-630.6674778592975,-522.5761966560051,-4.838668487555602
6640,33.2,101.60251789731515,-624.1557885197313,-522.5532706224162,-4.838456209466817
6650,33.25,98.22162892500148,-620.7972218743041,-522.5755929493026,-4.838662897678728
6660,33.3,96.94344563550128,-619.5039915388143,-522.560545903313,-4.838523573178825
6670,33.35,103.29153944559224,-625.8666094588385,-522.5750700132463,-4.838658055678207
6680,33.4,101.30012106503904,-623.8758299399982,-522.5757088749592,-4.838663971064437
6690,33.45,100.15721939928675,-622.7359162361189,-522.5786968368321,-4.8386916373780755
6700,33.5,99.45753638235503,-622.0022041139235,-522.5446677315686,-4.838376553070079
6710,33.55,104.4384164183577,-627.0214166264144,-522.5830002080567,-4.8387314834079325
6720,33.6,100.0463516052463,-622.586373749015,-522.5400221437687,-4.838333538368229
6730,33.65,107.76665245538966,-630.3447542270045,-522.5781017716148,-4.8386861275149515
6740,33.7,101.12809844523406,-623.6843131117986,-522.5562146665645,-4.838483469134856
6750,33.75,99.18503947906466,-621.7635239987568,-522.5784845196921,-4.8386896714786305
6760,33.8,94.18904452792229,-616.7448625613862,-522.5558180334639,-4.838479796606147
6770,33.85,98.4092565846669,-620.9676634196388,-522.558406834972,-4.838503766990481
6780,33.9,100.5059193720026,-623.0723160567833,-522.5663966847807,-4.8385777470813025
6790,33.95,98.25795182508858,-620.8236713761527,-522.5657195510641,-4.838571477324668
6800,34.0,98.14456064927631,-620.7223146297596,-522.5777539804833,-4.838682907226697
6810,34.05,100.61215663920736,-623.1669835961658,-522.5548269569584,-4.8384706199718375
6820,34.1,111.53167470545326,-634.1240116997961,-522.5923369943429,-4.838817935132805
6830,34.15,101.97556971813391,-624.5167598920962,-522.5411901739623,-4.838344353462613
6840,34.2,104.21459602878642,-626.7960956198251,-522.5814995910387,-4.838717588805913
6850,34.25,88.96285213252737,-611.5332257271004,-522.5703735945731,-4.8386145703201215
6860,34.300000000000004,92.8645000055517,-615.4383440210155,-522.5738440154638,-4.838646703846887
6870,34.35,102.22499821417112,-624.7933409712113,-522.5683427570401,-4.83859576626889
6880,34.4,105.35965587282914,-627.9337337168905,-522.5740778440613,-4.8386488689264935
6890,34.45,105.52726833655554,-628.1007649490135,-522.573496612458,-4.838643487152389
6900,34.5,100.7345517610382,-623.3038214177316,-522.5692696566933,-4.838604348673086
6910,34.550000000000004,99.97376452847305,-622.5522466396538,-522.5784821111808,-4.8386896491776
6920,34.6,99.23528397786771,-621.8128702856245,-522.5775863077567,-4.8386813547014516
6930,34.65,103.007467636562,-625.5832895740565,-522.5758219374945,-4.838665017939764
6940,34.7,105.13545122321358,-627.7130355336591,-522.5775843104454,-4.838681336207828
6950,34.75,100.36995857277273,-622.9310830299873,-522.5611244572146,-4.838528930159395
6960,34.800000000000004,98.76853106069261,-621.3476936503433,-522.5791625896508,-4.8386959499041735
6970,34.85,95.39311233312029,-617.9575486964312,-522.564436363311,-4.838559595956583
6980,34.9,102.61306875349212,-625.1874943029605,-522.5744255494684,-4.838652088421004
6990,34.95,105.00190415658429,-627.5815868937527,-522.5796827371685,-4.8387007660848935
7000,35.0,103.57855131118608,-626.1661917802821,-522.5876404690961,-4.838774448787927
7010,35.050000000000004,99.7156616456704,-622.2853424281006,-522.5696807824303,-4.838608155392873
7020,35.1,98.9508769963257,-621.5292704710639,-522.5783934747382,-4.838688828469798
7030,35.15,92.85792850134851,-615.4289033535102,-522.5709748521617,-4.838620137520016
7040,35.2,92.57338778645268,-615.1423082983027,-522.56892051185,-4.838601115850463
7050,35.25,93.0686003201845,-615.6366074547524,-522.5680071345679,-4.838592658653407
7060,35.300000000000004,92.71619339193805,-615.2954409474787,-522.5792475555406,-4.838696736625376
7070,35.35,95.42545959463521,-617.9777015412918,-522.5522419466566,-4.838446684691265
7080,35.4,105.36483318398571,-627.9585001641673,-522.5936669801815,-4.838830249816495
7090,35.45,98.00812409593196,-620.5869276224786,-522.5788035265466,-4.838692625245802
7100,35.5,98.50352029547238,-621.0830313863412,-522.5795110908688,-4.838699176767303
7110,35.550000000000004,100.86326981769157,-623.4231931053401,-522.5599232876485,-4.838517808218968
7120,35.6,105.31798656036122,-627.901483487061,-522.5834969266998,-4.838736082654628
7130,35.65,104.36340409989613,-626.9501916692213,-522.5867875693252,-4.838766551567826
7140,35.7,97.78159044044605,-620.3399397409859,-522.5583493005398,-4.838503234264258
7150,35.75,105.08820859373553,-627.6765233260236,-522.588314732288,-4.83878069196563
7160,35.800000000000004,103.71941408620285,-626.290267975338,-522.5708538891352,-4.838619017491992
7170,35.85,104.1842508831204,-626.7558207781038,-522.5715698949834,-4.838625647175773
7180,35.9,110.98327289614927,-633.5767322324369,-522.5934593362877,-4.838828327187849
7190,35.95,102.98255321002672,-625.5208984338047,-522.538345223778,-4.838318011331278
7200,36.0,107.89616363123731,-630.4662978172022,-522.5701341859649,-4.838612353573749
7210,36.050000000000004,107.11112032069687,-629.6825503836864,-522.5714300629895,-4.8386243524350885
7220,36.1,99.33713861263918,-621.9365825741334,-522.5994439614942,-4.8388837403842055
7230,36.15,96.79986133295127,-619.4010295779332,-522.6011682449819,-4.838899705972055
7240,36.2,92.14120201504676,-614.7050755345925,-522.5638735195457,-4.838554384440238
7250,36.25,98.39389110153296,-620.9642249982804,-522.5703338967475,-4.838614202747662
7260,36.300000000000004,102.70013597673257,-625.2677486095929,-522.5676126328603,-4.838589005859818
7270,36.35,100.02871023463581,-622.5860956436871,-522.5573854090513,-4.838494309343068
7280,36.4,97.28943567008534,-619.8607872013055,-522.5713515312201,-4.838623625289075
7290,36.45,97.456186864957,-620.0242838233083,-522.5680969583514,-4.838593490355105
7300,36.5,102.64243564438621,-625.2245965966373,-522.5821609522511,-4.838723712520844
7310,36.550000000000004,97.36924472106281,-619.9613884214808,-522.592143700418,-4.83881614537424
7320,36.6,102.05239750754161,-624.6325650579687,-522.5801675504271,-4.838705255096547
7330,36.65,100.21601402677081,-622.7875095072113,-522.5714954804405,-4.838624958152227
7340,36.7,94.7047795403712,-617.2574711509158,-522.5526916105446,-4.838450848245783
7350,36.75,107.09933702704764,-629.7034108569372,-522.6040738298896,-4.838926609536014
7360,36.800000000000004,97.39749506203496,-619.9706464059483,-522.5731513439133,-4.838640290221419
7370,36.85,95.98385443861541,-618.5516757727917,-522.5678213341763,-4.838590938279411
7380,36.9,102.33153735698683,-624.9163522391946,-522.5848148822078,-4.838748285946368
7390,36.95,104.21571646286127,-626.7863620137513,-522.57064555089,-4.838617088434167
7400,37.0,100.13116260750948,-622.7075993536812,-522.5764367461717,-4.838670710612701
7410,37.050000000000004,92.79722731195989,-615.3561149377364,-522.5588876257765,-4.83850821875719
7420,37.1,98.3347235606919,-620.9043354878736,-522.5696119271817,-4.838607517844275
7430,37.15,96.62942965571285,-619.1995229479738,-522.5700932922609,-4.838611974928342
7440,37.2,97.61064514146882,-620.1862347180981,-522.5755895766293,-4.838662866450272
7450,37.25,101.60481820145944,-624.1949987711095,-522.59018056965,-4.8387979682374995
7460,37.300000000000004,97.43408045495815,-619.9994576378151,-522.565377182857,-4.838568307248676
7470,37.35,103.72281174918888,-626.3110101551514,-522.5881984059625,-4.838779614870024
7480,37.4,103.34013287067012,-625.9185956199209,-522.5784627492508,-4.83868946990047
7490,37.45,102.51714812143611,-625.099512146878,-522.582364025442,-4.838725592828166
7500,37.5,98.38467448083065,-620.9464399384009,-522.5617654575702,-4.838534865347873
7510,37.550000000000004,100.51214150825723,-623.0935643930906,-522.5814228848333,-4.838716878563271
7520,37.6,102.39704274840831,-624.9726443147466,-522.5756015663383,-4.838662977466095
7530,37.65,99.5449963708666,-622.1109131160613,-522.5659167451947,-4.838573303196248
7540,37.7,92.28051390493928,-614.8325577135103,-522.5520438085709,-4.838444850079361
7550,37.75,102.96628490347473,-625.5626447595577,-522.5963598560829,-4.83885518385262
7560,37.800000000000004,104.80066325832979,-627.3888435656125,-522.5881803072828,-4.838779447289655
7570,37.85,91.48921017182063,-614.041426517843,-522.5522163460223,-4.838446447648355
7580,37.9,92.26669899054343,-614.8538957288633,-522.5871967383199,-4.838770340169629
7590,37.95,95.12908522375608,-617.7153555552462,-522.5862703314901,-4.8387617623286125
7600,38.0,100.42779584141536,-623.0125099332103,-522.5847140917949,-4.838747352701805
7610,38.050000000000004,104.75132390562244,-627.3447261552667,-522.5934022496442,-4.8388277986078165
7620,38.1,94.95274082722547,-617.4954393851502,-522.5426985579247,-4.8383583199807845
7630,38.15,106.86534208525352,-629.4673515194826,-522.6020094342291,-4.83890749476138
7640,38.2,99.10158792459453,-621.6689943206942,-522.5674063960996,-4.838587096260182
7650,38.25,95.1027123791671,-617.6678562120632,-522.5651438328961,-4.83856614660089
7660,38.300000000000004,102.13774039005074,-624.7187409160255,-522.5810005259748,-4.8387129678331
7670,38.35,102.76342409508624,-625.3341464525125,-522.5707223574263,-4.8386177996057995
7680,38.4,101.89641529290886,-624.4735121760162,-522.5770968831074,-4.838676822991736
7690,38.45,104.33475915727443,-626.915847182934,-522.5810880256596,-4.838713778015367
7700,38.5,99.36380398930451,-621.9074323222056,-522.5436283329011,-4.838366929008344
7710,38.550000000000004,101.42953262008189,-624.0425608072256,-522.6130281871438,-4.839009520251331
7720,38.6,92.61638547414321,-615.1777242448052,-522.5613387706619,-4.838530914543166
7730,38.65,103.32991458190263,-625.924842883953,-522.5949283020504,-4.838841928722689
7740,38.7,94.83463226240343,-617.3825076779948,-522.5478754155913,-4.838406253848068
7750,38.75,111.07114546341226,-633.6866270383581,-522.6154815749459,-4.839032236805054
7760,38.800000000000004,92.18571882483052,-614.7298667929052,-522.5441479680748,-4.838371740445137
7770,38.85,98.46161439880568,-621.054316868994,-522.5927024701883,-4.83882131916841
7780,38.9,99.0682869139986,-621.6384512614455,-522.570164347447,-4.838612632846731
7790,38.95,107.51927277329919,-630.1120645738374,-522.5927918005382,-4.838822146301279
7800,39.0,99.11503199628773,-621.6811450129277,-522.56611301664,-4.838575120524444
7810,39.050000000000004,97.72534483923468,-620.3013969730438,-522.5760521338091,-4.838667149387121
7820,39.1,99.14737002765166,-621.7120426694033,-522.5646726417517,-4.838561783719923
7830,39.15,101.38654324640079,-623.9688617983594,-522.5823185519586,-4.838725171777394
7840,39.2,99.18683527239614,-621.7523741386507,-522.5655388662545,-4.838569804317172
7850,39.25,98.05339936886735,-620.6313577835891,-522.5779584147218,-4.838684800136313
7860,39.300000000000004,93.44630258425775,-616.0011401061416,-522.5548375218839,-4.8384707177952215
7870,39.35,105.35344910990571,-627.9334026551497,-522.579953545244,-4.8387032735670745
7880,39.4,110.64652098151657,-633.2309856915767,-522.5844647100602,-4.838745043611668
7890,39.45,99.01311294526232,-621.5474719630306,-522.5343590177683,-4.838281102016373
7900,39.5,107.05935279986576,-629.6575907025424,-522.5982379026766,-4.838872573172932
7910,39.550000000000004,104.8250832476359,-627.4023710998825,-522.5772878522466,-4.838678591224506
7920,39.6,101.07861391385188,-623.6317076910758,-522.5530937772239,-4.838454572011333
7930,39.65,104.60917620369264,-627.1990149376687,-522.5898387339761,-4.838794803092371
7940,39.7,98.75821064561192,-621.3214898997106,-522.5632792540987,-4.838548881982395
7950,39.75,99.21790053301028,-621.7887877838463,-522.570887250836,-4.838619326396629
7960,39.800000000000004,95.398865420962,-617.9515070856256,-522.5526416646636,-4.838450385783922
7970,39.85,102.94384540458125,-625.5076851099988,-522.5638397054175,-4.838554071346459
7980,39.9,109.21522076803348,-631.7839435142879,-522.5687227462545,-4.838599284687541
7990,39.95,107.7924546197064,-630.3679384620565,-522.5754838423501,-4.838661887429168
8000,40.0,99.98237205985586,-622.5677595083722,-522.5853874485164,-4.838753587486263
8010,40.050000000000004,98.976997414808,-621.5540800238467,-522.5770826090387,-4.838676690824433
8020,40.1,106.03895333520036,-628.6057027937107,-522.5667494585103,-4.838581013504726
8030,40.15,105.83447723124787,-628.4211373267422,-522.5866600954943,-4.838765371254577
8040,40.2,92.53802897360971,-615.0870642992285,-522.5490353256188,-4.83841699375573
8050,40.25,95.17990623485807,-617.7417212022657,-522.5618149674076,-4.838535323772293
8060,40.300000000000004,102.48161258812266,-625.0588648528765,-522.5772522647538,-4.838678261710684
8070,40.35,99.65957978713982,-622.2185507205744,-522.5589709334346,-4.838508990124394
8080,40.4,105.51752135627532,-628.0942868362769,-522.5767654800015,-4.838673754444459
8090,40.45,103.44263542277635,-626.0183374149298,-522.5757019921534,-4.838663907334754
8100,40.5,102.55272269441707,-625.139501112832,-522.586778418415,-4.838766466837176
8110,40.550000000000004,93.7541322093953,-616.3105262503005,-522.5563940409053,-4.838485130008382
8120,40.6,96.9306966532697,-619.5434569159278,-522.6127602626581,-4.839007039469056
8130,40.65,86.4523834197426,-608.9849824640108,-522.5325990442682,-4.838264805965446
8140,40.7,102.26716163894503,-624.8478893938325,-522.5807277548874,-4.838710442174884
8150,40.75,98.35393665343265,-620.9079186149775,-522.5539819615448,-4.838462795940229
8160,40.800000000000004,99.11272351435714,-621.6967951995322,-522.584071685175,-4.838741404492361
8170,40.85,104.03839698162352,-626.6187966847672,-522.5803997031437,-4.838707404658738
8180,40.9,103.3286778728092,-625.8876033370589,-522.5589254642497,-4.838508569113423
8190,40.95,105.68505723440602,-628.2567883122371,-522.571731077831,-4.838627139609547
8200,41.0,104.55305126254169,-627.1186859511475,-522.5656346886059,-4.8385706915611655
8210,41.050000000000004,103.22181075379315,-625.7863819034756,-522.5645711496824,-4.838560843978541
8220,41.1,106.65753540952456,-629.2265591548074,-522.5690237452828,-4.838602071715582
8230,41.15,106.63893655783562,-629.2202523044997,-522.5813157466641,-4.838715886543186
8240,41.2,104.47884912638776,-627.0343184643644,-522.5554693379767,-4.8384765679442285
8250,41.25,108.00390940226046,-630.5992556938431,-522.5953462915827,-4.838845798996136
8260,41.300000000000004,90.5514115968156,-613.1084951479332,-522.5570835511177,-4.8384915143622
8270,41.35,98.88790956424303,-621.4687964975427,-522.5808869332997,-4.838711916049071
8280,41.4,102.3278030912276,-624.9100690846184,-522.5822659933908,-4.838724685123989
8290,41.45,92.88762517966822,-615.4557407656702,-522.5681155860019,-4.838593662833351
8300,41.5,95.18896856384251,-617.7813796381761,-522.5924110743335,-4.8388186210586435
8310,41.550000000000004,101.50700578251823,-624.1055788843045,-522.5985731017862,-4.8388756768683905
8320,41.6,101.01208618702886,-623.5622443890209,-522.550158201992,-4.838427390759185
8330,41.65,109.22932206895652,-631.8152060754015,-522.585884006445,-4.838758185244861
8340,41.7,104.85196933362731,-627.4175912384535,-522.5656219048262,-4.838570573192835
8350,41.75,105.66830425581627,-628.2740541947211,-522.6057499389049,-4.838942129063934
8360,41.800000000000004,87.20943929876245,-609.7622244584412,-522.5527851596787,-4.83845171444147
8370,41.85,105.86654521516525,-628.4793012852828,-522.6127560701175,-4.839007000649236
8380,41.9,96.80656767161459,-619.3759799884027,-522.5694123167881,-4.83860566959989
8390,41.95,99.55464978342171,-622.1469476295471,-522.5922978461253,-4.838817572649309
8400,42.0,108.42957615012574,-631.004969049201,-522.5753928990753,-4.838661045361808
8410,42.050000000000004,113.0327109181409,-635.6289339659083,-522.5962230477675,-4.838853917108958
8420,42.1,101.3298075904764,-623.8902040272952,-522.5603964368188,-4.838522189229804
8430,42.15,101.4607569738946,-624.0509051771094,-522.5901482032148,-4.838797668548285
8440,42.2,99.28953859470045,-621.8538670342103,-522.5643284395098,-4.8385585966621285
8450,42.25,106.55458236811964,-629.1461715006707,-522.591589132551,-4.838811010486584
8460,42.300000000000004,98.05519457805747,-620.6122995140303,-522.5571049359728,-4.838491712370119
8470,42.35,105.43566825134914,-628.0241533476388,-522.5884850962897,-4.83878226941009
8480,42.4,104.38895951534832,-626.9772793704469,-522.5883198550986,-4.838780739399061
8490,42.45,103.06426841721517,-625.669002422606,-522.6047340053908,-4.838932722272137
8500,42.5,99.77889972049051,-622.362597604884,-522.5836978843935,-4.838737943374014
8510,42.550000000000004,101.03805656622313,-623.6141353187754,-522.5760787525523,-4.838667395856966
8520,42.6,106.55329686929812,-629.1265226188669,-522.5732257495688,-4.838640979162674
8530,42.65,107.28021085960927,-629.8647210458113,-522.584510186202,-4.838745464687055
8540,42.7,99.48932351020943,-622.0689689023505,-522.5796453921412,-4.838700420297603
8550,42.75,97.27114580858411,-619.8516074696464,-522.5804616610623,-4.8387079783431695
8560,42.800000000000004,95.32133822460536,-617.9103602503948,-522.5890220257894,-4.838787240979531
8570,42.85,102.16195255940744,-624.7524752832123,-522.590522723805,-4.8388011363315275
8580,42.9,109.61064372446165,-632.2044989288867,-522.593855204425,-4.8388319926335654
8590,42.95,101.71541967463455,-624.3136478396981,-522.5982281650636,-4.8388724830098475
8600,43.0,97.67892171705402,-620.2811902392885,-522.6022685222346,-4.838909893724394
8610,43.050000000000004,102.07873413254093,-624.6676962858003,-522.5889621532593,-4.838786686604253
8620,43.1,107.46857017418753,-630.0817489176599,-522.6131787434723,-4.839010914291411
8630,43.15,94.9017403727305,-617.5137668515334,-522.6120264788029,-4.839000245174101
8640,43.2,87.01278997903539,-609.5878840205285,-522.5750940414931,-4.838658278161973
8650,43.25,105.76831620110181,-628.3812089445696,-522.6128927434678,-4.83900826614322
8660,43.300000000000004,106.01697734950456,-628.6036049705983,-522.5866276210937,-4.838765070565683
8670,43.35,107.79870439615041,-630.3987867163759,-522.6000823202255,-4.838889651113199
8680,43.4,98.74579658020625,-621.3228354907116,-522.5770389105053,-4.838676286208382
8690,43.45,99.05887514469994,-621.6590444449544,-522.6001693002544,-4.838890456483837
8700,43.5,93.22002960279349,-615.7966554286437,-522.5766258258502,-4.838672461350465
8710,43.550000000000004,104.614147864845,-627.2339977579794,-522.6198498931344,-4.839072684195689
8720,43.6,101.85822155122847,-624.4387297961545,-522.580508244926,-4.838708409675241
8730,43.65,102.41487666617432,-625.0156727038128,-522.6007960376385,-4.838896259607764
8740,43.7,107.78247135146765,-630.4006052911482,-522.6181339396805,-4.839056795737783
8750,43.75,105.26169372635766,-627.8435873322479,-522.5818936058903,-4.838721237091577
8760,43.800000000000004,106.52192180016267,-629.0966404700347,-522.574718669872,-4.838654802498815
8770,43.85,111.12180555337261,-633.7066884457086,-522.5848828923359,-4.838748915669777
8780,43.9,105.30966419107429,-627.902221700086,-522.5925575090117,-4.8388199769352935
8790,43.95,96.26735987415454,-618.85228077265,-522.5849208984955,-4.838749267578662
8800,44.0,107.29336723700517,-629.8977796353188,-522.6044123983136,-4.838929744428829
8810,44.050000000000004,104.36444796528295,-626.9598278338437,-522.5953798685608,-4.838846109894082
8820,44.1,96.88983307133071,-619.4660201958235,-522.5761871244928,-4.838668399300859
8830,44.15,101.39808945582709,-623.9868104148137,-522.5887209589866,-4.83878445332395
8840,44.2,100.70012891177763,-623.2655988987581,-522.5654699869805,-4.838569166546115
8850,44.25,106.9748006876141,-629.5833370509819,-522.6085363633678,-4.838967929290442
8860,44.300000000000004,101.01784701634715,-623.5929360807112,-522.5750890643641,-4.838658232077445
8870,44.35,100.38512741111717,-622.9604222808111,-522.575294869694,-4.838660137682352
8880,44.4,105.62288548466049,-628.2269686912148,-522.6040832065543,-4.838926696356984
8890,44.45,108.06007480866495,-630.6400835869329,-522.5800087782679,-4.838703784983962
8900,44.5,116.04356041140184,-638.6328329250742,-522.5892725136724,-4.838789560311782
8910,44.550000000000004,105.74014891668176,-628.3021791810258,-522.5620302643441,-4.838537317262445
8920,44.6,101.1068342521597,-623.6951779615089,-522.5883437093491,-4.838780960271752
8930,44.65,98.72447232102127,-621.3013911783421,-522.5769188573208,-4.838675174604822
8940,44.7,102.35071965270485,-624.941262978284,-522.5905433255792,-4.838801327088697
8950,44.75,96.83892563133762,-619.4076036508914,-522.5686780195538,-4.838598870551424
8960,44.800000000000004,99.94851868645067,-622.5235792082227,-522.575060521772,-4.838657967794185
8970,44.85,97.63234543150678,-620.2208860049299,-522.5885405734231,-4.83878278308725
8980,44.9,89.81980705029561,-612.3823845977128,-522.5625775474172,-4.838542384698307
8990,44.95,96.9121548347097,-619.5112193176216,-522.5990644829119,-4.838880226693629
9000,45.0,95.02103985919666,-617.5990898934582,-522.5780500342615,-4.838685648465384
9010,45.050000000000004,94.28683008152791,-616.8757664225767,-522.5889363410488,-4.8387864476023035
9020,45.1,94.86379996196854,-617.458200037877,-522.5944000759084,-4.838837037739893
9030,45.15,102.65438894904689,-625.2583332957967,-522.6039443467498,-4.838925410618054
9040,45.2,101.24269781711399,-623.8403101117618,-522.5976122946479,-4.838866780505999
9050,45.25,97.10569830306153,-619.7035261239868,-522.5978278209252,-4.838868776119678
9060,45.300000000000004,99.72666454691485,-622.3208919755727,-522.5942274286579,-4.83883543915424
9070,45.35,101.58470499262698,-624.18229603742,-522.597591044793,-4.838866583748084
9080,45.4,95.59525581400518,-618.1826084984451,-522.5873526844399,-4.838771784115185
9090,45.45,106.30719279650287,-628.914188713113,-522.6069959166102,-4.83895366589454
9100,45.5,101.92646831194118,-624.4967065346924,-522.5702382227512,-4.838613316877326
9110,45.550000000000004,102.56993777682766,-625.153662909108,-522.5837251322803,-4.838738195669261
9120,45.6,103.67673418234382,-626.2626204639915,-522.5858862816477,-4.838758206311553
9130,45.65,102.28219158081731,-624.8605474055397,-522.5783558247224,-4.838688479858541
9140,45.7,105.7027500433595,-628.3017731379317,-522.5990230945722,-4.838879843468261
9150,45.75,93.12686432588528,-615.714559393435,-522.5876950675497,-4.838774954329164
9160,45.800000000000004,96.12969808084105,-618.7371047244245,-522.6074066435834,-4.838957468922069
9170,45.85,96.5514898647621,-619.1067811612996,-522.5552912965376,-4.838474919412385
9180,45.9,105.19365883159232,-627.7788852622072,-522.5852264306149,-4.838752096579767
9190,45.95,97.73978194487158,-620.3038126537725,-522.564030708901,-4.838555839897231
9200,46.0,105.36934388795481,-627.9696234385597,-522.6002795506049,-4.8388914773204155
9210,46.050000000000004,103.06641126405506,-625.6334295537517,-522.5670182896966,-4.8385835026823765
9220,46.1,97.84862419803386,-620.4257272767929,-522.5771030787591,-4.838676880358881
9230,46.15,98.81194787549566,-621.3994958476188,-522.5875479721232,-4.838773592334474
9240,46.2,96.73684570784663,-619.3122860506393,-522.5754403427926,-4.838661484655487
9250,46.25,93.45263483286206,-616.0325997962781,-522.579964963416,-4.838703379290889
9260,46.300000000000004,92.6954739305016,-615.2571741611281,-522.5617002306265,-4.838534261394689
9270,46.35,103.89545107932072,-626.4810497376108,-522.58559865829,-4.838755543132315
9280,46.4,104.06890055676826,-626.6334044828836,-522.5645039261153,-4.8385602215381045
9290,46.45,111.58383607775464,-634.1883679072786,-522.6045318295239,-4.838930850273369
9300,46.5,105.94979248497287,-628.5199644370356,-522.5701719520628,-4.83861270325984
9310,46.550000000000004,98.31984707249966,-620.9145086936193,-522.5946616211196,-4.838839459454811
9320,46.6,95.46260140512142,-618.0478845729808,-522.5852831678594,-4.838752621924624
9330,46.65,104.96837353195276,-627.5373320059778,-522.568958474025,-4.838601467352083
9340,46.7,107.51957744519451,-630.1014833485248,-522.5819059033303,-4.838721350956762
9350,46.75,102.0507703270839,-624.6252755728123,-522.5745052457283,-4.838652826349336
9360,46.800000000000004,100.22903619062129,-622.8046718780066,-522.5756356873853,-4.838663293401716
9370,46.85,101.08744606241447,-623.6567719308883,-522.5693258684739,-4.838604869152537
9380,46.9,101.03515297758494,-623.6095297589671,-522.5743767813822,-4.8386516368646495
9390,46.95,101.45522639725438,-624.0404618144447,-522.5852354171903,-4.838752179788799
9400,47.0,95.40648750304138,-617.9926665672727,-522.5861790642314,-4.838760917261402
9410,47.050000000000004,90.47506806047069,-613.0443961300942,-522.5693280696236,-4.838604889533552
9420,47.1,99.5348690762138,-622.1047411961093,-522.5698721198955,-4.83860992703607
9430,47.15,100.76141101444522,-623.3378059662897,-522.5763949518445,-4.83867032362819
9440,47.2,88.47178188567425,-611.0239202906604,-522.5521384049862,-4.838445725972094
9450,47.25,94.87257349959182,-617.4616887858236,-522.5891152862318,-4.838788104502147
9460,47.300000000000004,97.00714163742256,-619.5653761522509,-522.5582345148283,-4.838502171433595
9470,47.35,111.00825650948926,-633.6120013573901,-522.6037448479009,-4.83892356340649
9480,47.4,105.18355731359284,-627.7494176044421,-522.5658602908493,-4.838572780470827
9490,47.45,104.54247458686913,-627.1322454551224,-522.5897708682533,-4.838794174706049
9500,47.5,97.54725377765162,-620.1461701380036,-522.5989163603521,-4.838878855188445
9510,47.550000000000004,88.87677219871776,-611.4497093392516,-522.5729371405339,-4.8386383068567955
9520,47.6,95.74323490085774,-618.332726135385,-522.5894912345273,-4.838791585504882
9530,47.65,101.41497246313496,-624.0195060925276,-522.6045336293927,-4.838930866938821
9540,47.7,90.60796200716473,-613.1655828383824,-522.5576208312177,-4.838496489177942
9550,47.75,96.1604498444402,-618.7459519200804,-522.5855020756402,-4.8387546488485205
9560,47.800000000000004,99.41810641219594,-622.0055675638718,-522.5874611516758,-4.838772788441442
9570,47.85,93.79445359890617,-616.3411588409127,-522.5467052420065,-4.838395418907468
9580,47.9,110.38187475134696,-632.970737536382,-522.5888627850351,-4.838785766528103
9590,47.95,109.01528036796752,-631.599638498449,-522.5843581304815,-4.838744056763717
9600,48.0,100.46323504456333,-623.0311201512659,-522.5678851067025,-4.838591528765765
9610,48.050000000000004,104.6427081965126,-627.2266125646534,-522.5839043681408,-4.838739855260563
9620,48.1,104.33250605545554,-626.9191006848827,-522.5865946294272,-4.838764765087289
9630,48.15,103.11009689402157,-625.6991270261807,-522.5890301321591,-4.83878731603851
9640,48.2,99.27799540380997,-621.8525999723025,-522.5746045684925,-4.83865374600456
9650,48.25,100.21257442826793,-622.7986739075537,-522.5860994792858,-4.838760180363757
9660,48.300000000000004,94.61558172111988,-617.1851543043188,-522.5695725831989,-4.838607153548138
9670,48.35,99.60263913574444,-622.1815400904209,-522.5789009546764,-4.8386935273581155
9680,48.4,99.41759327120093,-622.0108811929111,-522.5932879217103,-4.838826740015836
9690,48.45,93.02231866410817,-615.596798876974,-522.5744802128659,-4.838652594563573
9700,48.5,107.50269460029007,-630.0925786350705,-522.5898840347804,-4.838795222544263
9710,48.550000000000004,107.51326101223647,-630.0998075299768,-522.5865465177403,-4.838764319608707
9720,48.6,100.27695527770763,-622.857630162482,-522.5806748847743,-4.838709952636799
9730,48.65,98.58937861321658,-621.1773801098158,-522.5880014965992,-4.838777791635177
9740,48.7,96.06560789405776,-618.6337563056958,-522.568148411638,-4.838593966774426
9750,48.75,95.32344804880131,-617.9006214808329,-522.5771734320316,-4.83867753177807
9760,48.800000000000004,94.47755004174161,-617.0430234301427,-522.5654733884012,-4.8385691980407515
9770,48.85,103.00844861379636,-625.5873472731577,-522.5788986593614,-4.838693506105198
9780,48.9,101.03382693852721,-623.6039744026715,-522.5701474641443,-4.838612476519854
9790,48.95,102.95999620493946,-625.5376243327281,-522.5776281277887,-4.83868174192397
9800,49.0,99.82668709403347,-622.4024733264181,-522.5757862323846,-4.838664687336895
9810,49.050000000000004,97.78760333296711,-620.3654794844322,-522.577876151465,-4.838684038439491
9820,49.1,100.64717380620075,-623.2264271251178,-522.579253318917,-4.838696789989973
9830,49.15,98.31964368173755,-620.9027920398792,-522.5831483581417,-4.8387328551679785
