step,time,T,P,PE,KE,E_total,E_per_atom,density,virial,min_r,max_f,p_COM
4010,20.05,0.7262862458282637,-1.441732589004039,-637.6573702980669,116.56894245543633,-521.0884278426306,-4.824892850394728,0.8442,-496.14322613709714,0.9692702420577655,34.162113895152686,1.8038988979531736e-15
4020,20.1,0.7329952153824248,-1.5302779569603173,-638.7459647855634,117.64573206887918,-521.1002327166842,-4.825002154784113,0.8442,-532.3002291428588,0.9721431693621149,31.105433209056937,6.6650378637527805e-15
4030,20.150000000000002,0.7242903426201602,-1.4427668141979701,-637.3535278443636,116.24859999053572,-521.1049278538279,-4.825045628276184,0.8442,-495.8934842757263,0.9599741176603594,37.73339147532607,4.004505348847205e-15
4040,20.2,0.7196251898895812,-1.3389145894470231,-636.5850000285444,115.4998429772778,-521.0851570512666,-4.824862565289505,0.8442,-454.5239780848983,0.9344196295575639,59.3964368027297,7.090368942966221e-15
4050,20.25,0.6803800620652934,-1.1180736456088192,-630.2695136698222,109.2009999614796,-521.0685137083426,-4.824708460262432,0.8442,-357.05083835239463,0.9549444292693561,43.45902489046262,5.251492481449511e-15
4060,20.3,0.7304328310688797,-1.447878926539744,-638.3391016241738,117.23446938655519,-521.1046322376187,-4.825042891089062,0.8442,-499.84565526982624,0.966330069681258,33.10240852629966,4.6204489227285734e-15
4070,20.35,0.7516521409839266,-1.6312991609610359,-641.7211019020116,120.64016862792023,-521.0809332740913,-4.824823456241586,0.8442,-577.1165372597695,0.9801353233677386,26.61852648284519,1.841096603147574e-15
4080,20.400000000000002,0.7619046782094646,-1.6664492066716343,-643.3967822990006,122.28570085261907,-521.1110814463816,-4.825102605985015,0.8442,-593.9287819816279,0.9779847826654946,31.537549358961964,4.968790712345294e-15
4090,20.45,0.7008688461963718,-1.3172840748454469,-633.5742108680643,112.48944981451767,-521.0847610535466,-4.824858898643949,0.8442,-440.1452326893139,0.9468335206130535,48.22016001756849,8.988803430108277e-15
4100,20.5,0.7220000000000002,-1.9549007139144337,-647.5113211895248,115.88100000000003,-531.6303211895247,-4.922502973977081,0.8442,-691.7060016441151,0.9798669935916756,27.98716324536415,6.340007782591211e-15
4110,20.55,0.7299121502365845,-2.064568112293133,-648.7665722681013,117.15090011297181,-531.6156721551295,-4.922367334769717,0.8442,-736.3593713872202,0.96575357645227,35.26624614280649,6.049993551481396e-15
4120,20.6,0.6850029413154118,-1.7680111641673033,-641.5633020592171,109.9429720811236,-531.6203299780935,-4.9224104627601255,0.8442,-607.9916221047574,0.9578834474858875,42.198793591272974,1.0981610206827645e-14
4130,20.650000000000002,0.6804776811290941,-1.699555091315328,-640.8331443992193,109.2166678212196,-531.6164765779997,-4.922374783129627,0.8442,-580.252318159709,0.9721466791349334,28.653894288372367,1.2259064358260504e-14
4140,20.7,0.6826603393306376,-1.6539613125515769,-641.1718852456544,109.56698446256735,-531.604900783087,-4.922267599843399,0.8442,-563.4608210002177,0.9725236016907044,31.07943233591313,1.378424853078467e-14
4150,20.75,0.6714142853677381,-1.5328470347993264,-639.3677355276851,107.76199280152196,-531.6057427261632,-4.922275395612622,0.8442,-513.3340078416006,0.9411281571894355,53.63585585205773,1.4465555241941913e-14
4160,20.8,0.7158551242782661,-1.7709940362685277,-646.5089073559548,114.89474744666171,-531.614159909293,-4.922353332493453,0.8442,-619.1325417050215,0.9773646841764273,27.121160883835774,1.4163613398257011e-14
4170,20.85,0.7021428078129259,-1.7153019547283561,-644.2924826630982,112.69392065397462,-531.5985620091236,-4.9222089074918856,0.8442,-593.315391517307,0.9626448315157367,40.96046934578089,1.299530159232624e-14
4180,20.900000000000002,0.6699642963921634,-1.5857111346744461,-639.136842693557,107.52926957094222,-531.6075731226148,-4.922292343727914,0.8442,-533.1532049689974,0.9704213094721827,31.808737140514687,1.5089233869531432e-14
4190,20.95,0.632577949942136,-1.3556575548354528,-633.1465909752263,101.52876096571283,-531.6178300095135,-4.9223873149029025,0.8442,-432.74654391957495,0.9456151380721051,48.168091436837834,2.5302674479844665e-14
4200,21.0,0.7220000000000008,-1.6070931577730936,-642.2060535795475,115.88100000000011,-526.3250535795474,-4.87338012573655,0.8442,-558.2190931037289,0.9571479030742519,36.13289644113207,2.2754368297262836e-14
4210,21.05,0.7431505716029939,-1.7378198288805242,-645.5746248124952,119.27566674228052,-526.2989580702147,-4.8731385006501355,0.8442,-615.2441614573365,0.9350351613091573,62.59414256614692,1.9086151390185774e-14
4220,21.1,0.7018096286018777,-1.4080568626881935,-638.9327040817258,112.64044539060137,-526.2922586911244,-4.873076469362263,0.8442,-475.28821636288626,0.9658343825113931,38.77916167358426,1.861271600031723e-14
4230,21.150000000000002,0.6689579361085137,-1.156584079223144,-633.6536641749304,107.36774874541645,-526.285915429514,-4.873017735458463,0.8442,-368.1301933176187,0.9700318318763161,33.19538194131472,1.7754724523756352e-14
4240,21.2,0.6880120371653587,-1.3835279617489011,-636.7236089883617,110.42593196504008,-526.2976770233216,-4.87312663910483,0.8442,-461.40371961789634,0.9479165443794726,50.541359986350706,1.5379394252899875e-14
4250,21.25,0.707408340040702,-1.578665895450556,-639.8610806721148,113.53903857653266,-526.3220420955821,-4.87335224162576,0.8442,-542.5811453450253,0.9578308768684757,47.14172468129341,1.67754903375984e-14
4260,21.3,0.6422910223192548,-1.223745378852355,-629.3429140086075,103.0877090822404,-526.2552049263671,-4.872733378947844,0.8442,-385.2663050052463,0.9501585761525414,42.32213055680194,1.6929080989952637e-14
4270,21.35,0.7465271605725968,-1.843659337101327,-646.1351379742938,119.81760927190179,-526.317528702392,-4.8733104509480745,0.8442,-656.9588830633269,0.9573669698242593,39.51228340054869,1.3684547313576752e-14
4280,21.400000000000002,0.7225028759363202,-1.6950960277619942,-642.2476742153367,115.9617115877794,-526.2859626275573,-4.873018172477383,0.8442,-592.1571136021969,0.9577425548250849,40.73601978438329,1.436752566280257e-14
4290,21.45,0.6946164790777374,-1.4323311724002217,-637.7851527041918,111.48594489197686,-526.299207812215,-4.8731408130760645,0.8442,-482.2740021178432,0.9653369859182247,34.51243859037642,1.9124538246314227e-14
4300,21.5,0.7219999999999994,-1.4910803263449826,-640.2230857972423,115.88099999999991,-524.3420857972424,-4.855019312937429,0.8442,-513.6939125982701,0.9364675723315539,58.44014934735243,1.8454097593061536e-14
4310,21.55,0.7667670372580881,-1.815957989568286,-647.4048777984137,123.06610947992316,-524.3387683184906,-4.854988595541579,0.8442,-652.8849558686002,0.9529342546265016,44.88029846676242,1.938952941914869e-14
4320,21.6,0.7646456883754211,-1.8298571755857016,-647.080817908459,122.72563298425509,-524.355184924204,-4.855140601150037,0.8442,-657.5320812253597,0.9615180324667405,34.50117482858472,2.2294483623700682e-14
4330,21.650000000000002,0.7300498658138895,-1.6218100864613099,-641.5140103879907,117.17300346312926,-524.3410069248614,-4.855009323378346,0.8442,-566.4755378233328,0.9436349999965594,49.83806915204368,2.4783102518135662e-14
4340,21.7,0.7624846521427018,-1.8355208842376913,-646.7243690411575,122.37878666890363,-524.3455823722538,-4.85505168863198,0.8442,-659.005610299089,0.9662968651126831,38.48313534422531,1.748169457070102e-14
4350,21.75,0.7719712088028854,-1.8763767623024692,-648.2500680846694,123.9013790128631,-524.3486890718062,-4.855080454368577,0.8442,-677.759549010208,0.9788896302522367,25.701599797160213,2.1661870951938044e-14
4360,21.8,0.6911013557634714,-1.3434424671409304,-635.2802585412257,110.92176760003717,-524.3584909411886,-4.855171212418413,0.8442,-447.0200340474487,0.9450419235823907,47.813165054798986,2.6295181753055385e-14
4370,21.85,0.6705430544643045,-1.2025631091315252,-631.9705052771966,107.62216024152087,-524.3483450356757,-4.8550772688488495,0.8442,-386.2903076638472,0.9570358217021568,39.74308531791928,2.2872278442819873e-14
4380,21.900000000000002,0.7259533209084118,-1.5380626767231456,-640.8635945459065,116.51550800580009,-524.3480865401064,-4.855074875371355,0.8442,-533.0063942614429,0.9756842881842335,28.193743037192608,2.532209174765382e-14
4390,21.95,0.708368006947561,-1.4182615493561754,-638.042145364136,113.69306511508354,-524.3490802490525,-4.855084076380115,0.8442,-481.3296418215929,0.9710789931581895,35.54804658777851,2.637124414415335e-14
4400,22.0,0.7219999999999992,-1.6138932783352555,-642.0057012149239,115.88099999999987,-526.124701214924,-4.871525011249297,0.8442,-560.8289474772661,0.9809742052253733,26.728614859782397,2.622292468837229e-14
4410,22.05,0.7000486962644865,-1.5574847830379785,-638.4679350736697,112.35781575045009,-526.1101193232196,-4.871389993733515,0.8442,-532.0674091746149,0.9478977876169664,47.71922365495335,3.06150415719997e-14
4420,22.1,0.7467155005776381,-1.870717711294338,-645.9682910276708,119.84783784271092,-526.12045318496,-4.8714856776385185,0.8442,-667.4047823139624,0.9523045459816623,39.77836697433078,2.5207473536554295e-14
4430,22.150000000000002,0.7780795962986637,-2.018700737038151,-651.0037826801146,124.88177520593553,-526.1220074741791,-4.871500069205362,0.8442,-734.3619404446031,0.9568583311259351,40.92890198531395,2.1670688905509755e-14
4440,22.2,0.7007264961228478,-1.487678645507378,-638.5654029369615,112.46660262771707,-526.0988003092444,-4.871285188048559,0.8442,-505.4957481933122,0.9620424363356083,36.21444987167513,2.034618111504884e-14
4450,22.25,0.7120050140473904,-1.5159700720657618,-640.4018198731184,114.27680475460615,-526.1250151185122,-4.871527917764002,0.8442,-520.0081048036552,0.9442202491872899,49.456215714353895,2.141550860411365e-14
4460,22.3,0.7161726886341978,-1.5547195875425803,-641.0613072462685,114.94571652578874,-526.1155907204798,-4.871440654819257,0.8442,-536.2303136423337,0.9484721680025348,41.38876417054749,2.3488962484480168e-14
4470,22.35,0.7153944619284949,-1.5421619915901768,-640.9392791925064,114.82081113952343,-526.118468052983,-4.8714672967868795,0.8442,-531.1586217687209,0.9606753634775574,35.429042550172234,2.4960519862406357e-14
4480,22.400000000000002,0.7195325803651256,-1.559527074587459,-641.6069955969537,115.48497914860266,-526.122016448351,-4.8715001522995465,0.8442,-539.1640095398668,0.9611518154365536,37.804189947269705,1.772193638901556e-14
4490,22.45,0.7165429824957097,-1.5415855059931811,-641.1057829612768,115.0051486905614,-526.1006342707153,-4.87130216917329,0.8442,-531.3094899645685,0.9558900102056969,41.60890305459927,1.4958401337273022e-14
4500,22.5,0.7219999999999999,-1.7797062605593075,-646.2007518303786,115.88099999999999,-530.3197518303787,-4.910368072503506,0.8442,-624.4671922540879,0.9659346018424563,31.976188786840794,1.8250931955096766e-14
4510,22.55,0.7221313436381267,-1.7833993629768443,-646.2352684018837,115.90208065391933,-530.3331877479643,-4.910492479147818,0.8442,-625.9271429769703,0.9694708629620687,35.65176600720319,1.481097435720087e-14
4520,22.6,0.6555450767276654,-1.3466899534590122,-635.5301622216879,105.21498481479028,-530.3151774068976,-4.910325716730534,0.8442,-436.74616965531607,0.9676476093995909,31.986898281881345,2.5186789407582978e-14
4530,22.650000000000002,0.649892603747218,-1.2649427342072332,-634.6532404432722,104.30776290142849,-530.3454775418437,-4.91060627353559,0.8442,-403.54056912325404,0.9669439759564455,33.20386014779425,2.0849518414573053e-14
4540,22.7,0.637732663842096,-1.268478886983522,-632.6570054698396,102.35609254665641,-530.3009129231832,-4.910193638177622,0.8442,-400.95790744203714,0.9523964162367436,43.356152619712184,2.1903088761336188e-14
4550,22.75,0.7069340091877602,-1.764940289067996,-643.792369857743,113.46290847463551,-530.3294613831075,-4.910457975769514,0.8442,-613.918700637242,0.9472184442833835,48.49783416138937,1.9285012557132356e-14
4560,22.8,0.7082561571057779,-1.7324503188928833,-644.0054907556281,113.67511321547737,-530.3303775401507,-4.910466458705099,0.8442,-601.8775784144489,0.9728612602095724,31.036787924546534,2.6076123253533892e-14
4570,22.85,0.6592524812560653,-1.3934704641803592,-636.1063430075544,105.81002324159849,-530.2963197659559,-4.910151108944036,0.8442,-455.9015092978748,0.9619937375560659,44.14738827358858,2.4169863781065655e-14
4580,22.900000000000002,0.6666695604256131,-1.4055940339605142,-637.326660321122,107.00046444831091,-530.326195872811,-4.910427739563065,0.8442,-462.957612160808,0.9748567512782587,28.884426445835505,2.2401208523955044e-14
4590,22.95,0.6506579358289121,-1.2942068193486405,-634.7534119645361,104.43059870054039,-530.3228132639957,-4.910396419111072,0.8442,-415.01995532210094,0.9654415241578137,37.15616043945475,2.233066724737154e-14
4600,23.0,0.7220000000000001,-1.251213327683955,-635.4945099555451,115.88100000000001,-519.6135099555452,-4.811236203292085,0.8442,-421.6340836878547,0.9581050994653356,41.89307275381511,2.438699706980798e-14
4610,23.05,0.7837045481420549,-1.653857227231488,-645.441201897102,125.78457997679982,-519.6566219203022,-4.811635388150946,0.8442,-596.1591971975135,0.9588127942627308,42.7512004116797,2.092337624837574e-14
4620,23.1,0.8012595811186004,-1.7859869793772738,-648.2499625297072,128.60216276953537,-519.6477997601719,-4.811553701483073,0.8442,-652.557806957056,0.9817549152969646,23.859016463266006,1.6969737140939435e-14
4630,23.150000000000002,0.775609634398532,-1.6555644915386754,-644.0842971010621,124.4853463209644,-519.5989507800978,-4.811101396112016,0.8442,-594.1916851772214,0.9620251800003953,35.68829700512696,1.4849725802198237e-14
4640,23.2,0.7493502387225531,-1.459424650318784,-639.9212383332776,120.27071331496978,-519.6505250183079,-4.811578935354703,0.8442,-510.40608997696654,0.9697837930292227,36.47024048249183,1.1537918002696639e-14
4650,23.25,0.6983594346854228,-1.1774878782265994,-631.7107229296727,112.08668926701036,-519.6240336626623,-4.811333645024651,0.8442,-385.67905885786337,0.952768084327679,38.84253140810839,1.3912826622171562e-14
4660,23.3,0.7738819238048135,-1.65185062427115,-643.8466265582493,124.20804877067256,-519.6385777875768,-4.811468312847933,0.8442,-592.2065421087061,0.9587812885496361,40.0404160245415,2.009641800775194e-14
4670,23.35,0.7496081934612051,-1.4970234896822228,-639.9438569199874,120.31211505052342,-519.631741869464,-4.811405017309852,0.8442,-524.9199254901555,0.9692013704158352,36.29744192305563,1.7354188913128072e-14
4680,23.400000000000002,0.7010143405523405,-1.2745515981556719,-632.0935846520853,112.51280165865064,-519.5807829934346,-4.810933175865135,0.8442,-423.79184875796227,0.9220828647649587,70.0398808263806,2.1829367617044416e-14
4690,23.45,0.8111453582782973,-1.9334457354244168,-649.83905563424,130.1888300036667,-519.6502256305733,-4.811576163246049,0.8442,-712.3547776235051,0.9659219357370995,39.02140983515108,3.0309749412100975e-14
4700,23.5,0.7220000000000003,-1.765178417942861,-645.7492292099554,115.88100000000004,-529.8682292099553,-4.906187307499586,0.8442,-618.8914744055585,0.9809760514431853,25.05931543394571,2.2377329309562218e-14
4710,23.55,0.6570886630423625,-1.3197946067495445,-635.3108887217317,105.46273041829917,-529.8481583034325,-4.906001465772523,0.8442,-426.9239837157253,0.9517100223072641,46.494113112766,2.1771290220590673e-14
4720,23.6,0.6903253749805952,-1.5621660611219437,-640.6685886885309,110.79722268438553,-529.8713660041453,-4.906216351890235,0.8442,-530.7137056481729,0.9556232530013179,42.30711479855886,2.226384739668497e-14
4730,23.650000000000002,0.6952677676609615,-1.6053015624067233,-641.4430799218068,111.59047670958432,-529.8526032122224,-4.906042622335393,0.8442,-548.8702439283395,0.9751038085498857,27.37921940627755,2.5548882973927745e-14
4740,23.7,0.7159887077612651,-1.6937104450095144,-644.766373242907,114.91618759568304,-529.850185647224,-4.906020237474296,0.8442,-589.5147429526127,0.9698979920145844,30.612849701922144,2.2655623548309347e-14
4750,23.75,0.6910994764047943,-1.471650372777702,-640.7739729495011,110.92146596296949,-529.8525069865316,-4.9060417313567735,0.8442,-496.22501791694066,0.9482846949536746,45.8912329268905,2.1277504644271524e-14
4760,23.8,0.6392905284622281,-1.0709125704461537,-632.4466980094544,102.60612981818761,-529.8405681912668,-4.905931186956174,0.8442,-325.63763004223017,0.9388661846046295,56.93054851423002,1.9762281696267292e-14
4770,23.85,0.6740672761990383,-1.2146070432620146,-638.0545049278998,108.18779782994565,-529.8667070979541,-4.906173213869945,0.8442,-392.0545609291164,0.9507390929298905,41.14713993030424,1.9807137977995925e-14
4780,23.900000000000002,0.6703799798433875,-1.22921529973405,-637.4478412980416,107.5959867648637,-529.8518545331779,-4.9060356901220175,0.8442,-396.4664572189822,0.9405995008843681,58.09407871965223,2.1976405957624754e-14
4790,23.95,0.6990732717951837,-1.4726731530813413,-642.0659542171708,112.201260123127,-529.8646940940438,-4.90615457494485,0.8442,-499.2010659062735,0.9627043181078386,37.49833774578693,2.390519042774896e-14
4800,24.0,0.7219999999999999,-1.2589128625870618,-634.1411982875685,115.88099999999997,-518.2601982875685,-4.798705539699709,0.8442,-424.5891290664456,0.9352839900441269,55.64605862121165,2.5804506577658068e-14
4810,24.05,0.7877652374012425,-1.6441180723373847,-644.75655111754,126.43632060289941,-518.3202305146406,-4.7992613936540796,0.8442,-593.7370185538686,0.957713238818038,36.86292598878692,2.6506225949471597e-14
4820,24.1,0.7323614960656682,-1.297570319709027,-635.8279021769281,117.54402011853976,-518.2838820583884,-4.798924833873967,0.8442,-442.78280449951274,0.9527572701929201,45.20867559905718,2.4583356343452364e-14
4830,24.150000000000002,0.7362421694858917,-1.3267312118665728,-636.4463248477185,118.16686820248562,-518.2794566452329,-4.7988838578262305,0.8442,-455.231956308898,0.9494933150413521,45.5990946034431,3.2535407284886494e-14
4840,24.2,0.8372654736426712,-1.9624793256223487,-652.678727830047,134.38110851964873,-518.2976193103983,-4.799052030651836,0.8442,-731.9606507278475,0.9893531547575654,22.834772925678763,3.009769366875554e-14
4850,24.25,0.8273002187548286,-1.9451290649745983,-651.0770724389082,132.78168511015,-518.2953873287582,-4.7990313641551685,0.8442,-722.0729594947298,0.9524616553760279,46.15855534137613,2.7947204723883678e-14
4860,24.3,0.6977212315997414,-1.156775535513841,-630.2732153675883,111.9842576717585,-518.2889576958297,-4.798971830516941,0.8442,-377.52298108305666,0.9504427317544258,55.069472888763414,2.402350493510357e-14
4870,24.35,0.6608344673578358,-0.8183659834416026,-624.361433171288,106.06393201093265,-518.2975011603554,-4.799050936669958,0.8442,-235.69167080556005,0.951172690346276,42.892335638896924,2.2889449547404863e-14
4880,24.400000000000002,0.7302707312041317,-1.1745334106507892,-635.5068527645129,117.20845235826313,-518.2984004062498,-4.7990592630208315,0.8442,-394.8844081332388,0.9589139321256737,44.326259833814454,2.7042535218488043e-14
4890,24.45,0.7525520400727903,-1.2710675023222375,-639.0811851662767,120.78460243168284,-518.2965827345938,-4.79904243272772,0.8442,-439.15288376502264,0.9690879221917753,29.812913622215973,3.0039394156798246e-14
4900,24.5,0.7219999999999996,-0.9906020417878411,-632.6960008194773,115.88099999999994,-516.8150008194773,-4.785324081661827,0.8442,-321.61269464456984,0.931490970831345,64.41879566284342,3.752525082142297e-14
4910,24.55,0.7223025896851396,-0.9858429096479279,-632.7387996886195,115.9295656444649,-516.8092340441546,-4.785270685594024,0.8442,-319.88420111154375,0.9653435901142361,41.058188197151495,2.3970535284810694e-14
4920,24.6,0.7585218739207643,-1.2555818212025942,-638.5755357240553,121.74276076428268,-516.8327749597726,-4.785488657034931,0.8442,-435.1437781587687,0.953139892035592,46.26767935228033,2.2175575906662452e-14
4930,24.650000000000002,0.6918354738005624,-0.9574139603598791,-627.8205081562159,111.03959354499027,-516.7809146112256,-4.785008468622459,0.8442,-299.10195818360006,0.9362954247558442,58.367212145098165,2.1542403786194784e-14
4940,24.7,0.781441378405509,-1.4772511937027384,-642.2748212493614,125.4213412340842,-516.8534800152772,-4.785680370511826,0.8442,-527.6453629636937,0.9814912300765538,26.391443125828083,1.9601096760993552e-14
4950,24.75,0.7180511202819208,-1.1019624983745824,-632.0607683333564,115.24720480524829,-516.813563528108,-4.7853107734084075,0.8442,-363.07287848075964,0.9655649881472124,38.12001177946977,2.0402217244908348e-14
4960,24.8,0.715735510624377,-1.0845386495400244,-631.6826639008196,114.87554945521251,-516.8071144456071,-4.785251059681547,0.8442,-355.6354295013521,0.9457107786602112,53.17546707635079,2.3682012861101206e-14
4970,24.85,0.7679651185076045,-1.4276958460209994,-640.0939957792835,123.25840152047053,-516.835594258813,-4.7855147616556755,0.8442,-504.25994477231,0.97244081448999,30.874758823923173,1.7721212327597818e-14
4980,24.900000000000002,0.7405971667371255,-1.3059555970257795,-635.6878850967375,118.86584526130865,-516.8220398354289,-4.785389257735453,0.8442,-448.669391897311,0.9403339019502617,51.459442591164006,2.237643420399571e-14
4990,24.95,0.743828568880463,-1.312479822304475,-636.2077916246552,119.38448530531431,-516.8233063193409,-4.785400984438342,0.8442,-452.2203332496739,0.9557208813151185,38.513932069929524,2.0484141326101852e-14
5000,25.0,0.7219999999999994,-1.4674512149621044,-638.4378646803791,115.88099999999991,-522.5568646803792,-4.838489487781289,0.8442,-504.62517048970284,0.9420740684102593,49.71709102268731,5.007093532585074e-15
5010,25.05,0.7719884490308465,-1.8137913910394494,-646.4652385968653,123.90414606945086,-522.5610925274145,-4.838528634513097,0.8442,-653.745162930755,0.9501970357296555,42.772882758174376,2.903962850034589e-15
5020,25.1,0.7317366380450906,-1.5582040099019558,-639.9860094904245,117.44373040623704,-522.5422790841875,-4.838354435964699,0.8442,-542.610338208153,0.9190354435860141,78.32959592454935,8.405495513285155e-15
5030,25.150000000000002,0.7109927689175431,-1.4098771301068667,-636.6587897393678,114.11433941126568,-522.5444503281021,-4.838374540075019,0.8442,-478.9621639218808,0.9379099005678286,52.51870980913111,7.14952596106852e-15
5040,25.2,0.7394443322425097,-1.5119337227854168,-641.251790436226,118.68081532492282,-522.5709751113031,-4.838620139919474,0.8442,-527.349311978912,0.9615443772074509,37.11855241690992,9.06192978017159e-15
5050,25.25,0.7170911743829469,-1.3865295805141533,-637.6428524694902,115.09313348846298,-522.5497189810272,-4.8384233238984,0.8442,-471.97736727841067,0.9726267299003616,34.49318588666461,8.8898036726345e-15
5060,25.3,0.7250550659011101,-1.5120194216884415,-638.9129070944417,116.37133807712817,-522.5415690173136,-4.838347861271422,0.8442,-522.7200805212804,0.9454590917512621,48.00450545241186,1.8635218314263513e-14
5070,25.35,0.7389681610583887,-1.6309243084356835,-641.1622191547967,118.60438984987138,-522.5578293049253,-4.838498419490049,0.8442,-572.8630611230351,0.959062242039985,41.767849219764926,1.0134700540721692e-14
5080,25.400000000000002,0.7118925259609088,-1.4799071544065479,-636.8081049515561,114.25875041672586,-522.5493545348302,-4.838419949396576,0.8442,-506.130880031101,0.9634187154366365,33.86860287057063,1.7328372918465012e-14
5090,25.45,0.7321795710926782,-1.601966645145057,-640.0829721674957,117.51482116037485,-522.5681510071208,-4.838593990806674,0.8442,-559.5497426387232,0.9811172739108309,26.435987678778723,1.338175718974043e-14
5100,25.5,0.7197176199488292,-1.5205260714500777,-638.0843773228243,115.51467800178709,-522.5696993210372,-4.838608327046641,0.8442,-524.2555603079961,0.9629882852559196,36.88524326746927,1.948433500629703e-14
5110,25.55,0.7091268880368403,-1.4450717472619758,-636.375318075679,113.81486552991286,-522.5604525457662,-4.838522708757095,0.8442,-491.8651474886432,0.9637781779009683,42.13821255616405,2.3676177102867415e-14
5120,25.6,0.7180024932409761,-1.5062811516476557,-637.8155570490838,115.23940016517666,-522.5761568839072,-4.838668119295437,0.8442,-518.2327258550015,0.9706049955357389,31.487604398008386,2.6858449694084783e-14
5130,25.650000000000002,0.7175058137402225,-1.5175135175526122,-637.7283774770241,115.15968310530572,-522.5686943717184,-4.838599021960356,0.8442,-522.3827310419432,0.9424548594289684,50.14964454491011,2.193779346112634e-14
5140,25.7,0.7494237074288103,-1.6679936856131157,-642.858546658431,120.28250504232405,-522.576041616107,-4.83866705200099,0.8442,-590.477711221546,0.9685419724422151,30.331900791320813,2.0883410187772943e-14
5150,25.75,0.6961234803511906,-1.3192872567871323,-634.2834018255111,111.72781859636609,-522.555583229145,-4.838477622492083,0.8442,-439.3765459881051,0.944863071156716,47.599930579243996,1.8884890385431466e-14
5160,25.8,0.7469288595852497,-1.602470071900244,-642.4396306628568,119.88208196343258,-522.5575486994242,-4.838495821290964,0.8442,-564.5217249374671,0.9534456614071901,41.3804635880838,1.9907153307207758e-14
5170,25.85,0.7619841484997467,-1.6675339617149976,-644.86628076438,122.29845583420935,-522.5678249301707,-4.8385909715756545,0.8442,-594.370854252919,0.9749052964351098,29.723017665046065,1.9513176413007035e-14
5180,25.900000000000002,0.6730385045519739,-1.1324418449213036,-630.578659726442,108.02267998059182,-522.5559797458502,-4.838481293943057,0.8442,-360.18662121540797,0.9496791836616484,43.112162762649014,1.7851410103688372e-14
5190,25.95,0.6745020596570462,-1.152327209894843,-630.8009860833389,108.25758057495592,-522.543405508383,-4.838364865818361,0.8442,-368.29272286739825,0.9478365785026996,54.55931221674678,1.8846751179323076e-14
5200,26.0,0.7553659945518494,-1.6769281911560765,-643.8081034194618,121.23624212557183,-522.5718612938899,-4.838628345313795,0.8442,-595.8320335665385,0.9706927192744023,32.523713350070324,1.681026353110307e-14
5210,26.05,0.7626982936972279,-1.8059574501277385,-644.9431993162297,122.41307613840507,-522.5301231778246,-4.838241881276154,0.8442,-647.7285228284451,0.9289911009134882,77.20878783918107,1.7931132984942523e-14
5220,26.1,0.7739643228646808,-1.8321374252257332,-646.7998490462854,124.22127381978126,-522.5785752265042,-4.83869051135652,0.8442,-661.426467915457,0.9634335814930802,34.13020852962376,2.193329812674629e-14
5230,26.150000000000002,0.6240354899266202,-0.9257572827761341,-622.6791297870625,100.15769613322254,-522.52143365384,-4.838161422720741,0.8442,-264.9850790479436,0.9471206386028866,51.1302111421533,1.9287309353722577e-14
5240,26.2,0.7273275150838806,-1.5132234659662034,-639.3371451147889,116.73606617096284,-522.601078943826,-4.8388988791095,0.8442,-523.9184606023341,0.9788323783969904,26.102107420169684,2.647858638512882e-14
5250,26.25,0.6666570271346751,-1.1979754171254768,-629.5539667129021,106.99845285511536,-522.5555138577868,-4.8384769801646925,0.8442,-383.2705001372163,0.9443535183320336,54.63096706627958,2.044716993745036e-14
5260,26.3,0.7138845037726952,-1.4811206142468112,-637.1462875741369,114.57846285551759,-522.5678247186192,-4.8385909696168445,0.8442,-507.2420010366772,0.9547626497505507,42.41444994092812,2.195531383901928e-14
5270,26.35,0.7644504713533951,-1.793677448715545,-645.2583187520227,122.69430065221991,-522.5640180998028,-4.838555723146322,0.8442,-643.5832214504616,0.9568284020111635,46.313601888136375,2.2578388880804938e-14
5280,26.400000000000002,0.7687074980709779,-1.7630192459058711,-645.927612035406,123.37755344039196,-522.5500585950141,-4.838426468472353,0.8442,-633.1960236810708,0.9664098267719641,32.763488724407864,2.2811285230573742e-14
5290,26.45,0.7771982318991311,-1.7563215107399452,-647.3140654771163,124.74031621981054,-522.5737492573057,-4.838645826456535,0.8442,-633.3764621026577,0.9773575685078879,28.538331069457314,1.8298840748391936e-14
5300,26.5,0.6948091763383419,-1.2880823820262426,-634.0522498383308,111.51687280230388,-522.535377036027,-4.838290528111361,0.8442,-426.9744269315238,0.9534102114763588,52.02296090538498,1.9667959083926708e-14
5310,26.55,0.7333638944458154,-1.4314556945346215,-640.2720468876668,117.70490505855338,-522.5671418291133,-4.838584646565864,0.8442,-494.4921603990024,0.9771812564474321,27.46984833024228,1.4407897647253912e-14
5320,26.6,0.7381886797128535,-1.3885892602912282,-641.0384468868941,118.47928309391298,-522.5591637929812,-4.838510775860937,0.8442,-479.6034544421308,0.9555797816329569,40.22967086582133,2.3105245576374786e-14
5330,26.650000000000002,0.7024845256628105,-1.219566798964487,-635.2754640280167,112.74876636888109,-522.5266976591356,-4.838210163510515,0.8442,-403.1652807286089,0.9559964466882123,42.555756550073625,2.477497257072258e-14
5340,26.7,0.7674790844162346,-1.6119530692682549,-645.7585026310315,123.18039304880566,-522.5781095822259,-4.838686199835426,0.8442,-574.8195276894054,0.9670057215161666,33.35186113639696,2.5651742175696018e-14
